"spp","MeanTL","SDTL","n"
"CYDIA_ARTHO_FOLCAT",1.77255561097449,0.0763118450727953,1000
"MAMANE_NAIO",0.923699078068801,0.0888280929598829,1000
"SPIDER",2.44803229071621,0.162973261053474,1000
