"spp","MeanTL","SDTL","n"
"CYDIA_ARTHO_FOLCAT",1.95706183148681,0.0851744289269291,1000
"MAMANE_NAIO",1.00985738096157,0.0981939985180253,1000
"SPIDER",2.70554339937528,0.184537074049355,1000
