"spp","MeanTL","SDTL","n"
"CYDIA_ARTHO_FOLCAT",1.93786957218267,0.150303404272335,1000
"MAMANE_NAIO",0.945795347209756,0.104270328962066,1000
"SPIDER",2.1730778930276,0.104474462084421,1000
