Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es.
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
1.24237,1.26358,1.006,0.67319,0.69286,0.60753,0.38765,0.33785,0.26497,0.48797,0.66967,0.72869,0.69004,0.7966,0.83807,0.74264,0.54273,0.36652,0.28932,0.2974,0.36931,0.53656,0.52839,0.43408,0.28064,0.1967,0.20367,0.30051,0.37517,0.28235,0.17514,0.17756,0.10991,0.27152,0.324,0.38378,0.31711,0.23672,0.20246,0.53622,0.46669,0.62488,0.72417,0.7627,0.59,0.53733,0.51139,0.52633
-1.03656,0.54942,0.73928,0.55043,0.3091,0.38421,0.35711,0.17348,0.16454,0.10719,0.34744,0.53184,0.58678,0.54466,0.64735,0.68772,0.59543,0.39841,0.2366,0.16691,0.18478,0.26259,0.43129,0.42475,0.3308,0.17977,0.09892,0.10617,0.20266,0.27611,0.1887,0.08585,0.09455,0.02968,0.19133,0.24519,0.30546,0.23674,0.15646,0.12379,0.4569,0.38902,0.54951,0.64787,0.68858,0.51779,0.46523,0.44009
-0.98509,-1.25535,-0.02034,0.30263,0.18448,0.02844,0.13158,0.13274,-0.03044,-0.01179,-0.05192,0.20043,0.39001,0.44315,0.40617,0.50973,0.55004,0.46172,0.26635,0.11087,0.04795,0.07446,0.15271,0.32216,0.31962,0.22921,0.07976,0.002,0.00931,0.10849,0.18362,0.09986,-0.00247,0.01193,-0.0499,0.11142,0.16638,0.22809,0.15878,0.07839,0.0463,0.38074,0.31448,0.47844,0.57747,0.62234,0.4493,0.3964
2.27682,1.78965,1.14294,1.40175,1.46718,1.28571,1.05244,1.02459,0.90823,0.7337,0.65985,0.60864,0.78974,0.93941,0.98781,0.94651,1.03265,1.06416,0.97521,0.78702,0.61878,0.54523,0.52246,0.58465,0.72982,0.72167,0.63597,0.49009,0.40672,0.41248,0.4979,0.56398,0.47701,0.37212,0.36699,0.29943,0.44712,0.49445,0.55185,0.48721,0.40755,0.37426,0.69271,0.62612,0.77285,0.86958,0.89873,0.72884
1.21154,2.3238,1.99816,1.5631,1.71289,1.75091,1.57588,1.33426,1.29847,1.18865,1.0019,0.9036,0.84997,1.00647,1.1449,1.19167,1.1484,1.2268,1.25573,1.16901,0.99064,0.81815,0.74922,0.71548,0.77531,0.90896,0.89978,0.81811,0.67935,0.59406,0.59899,0.67492,0.73469,0.64464,0.54418,0.52887,0.46114,0.59946,0.63992,0.69241,0.63357,0.55786,0.52519,0.82488,0.76007,0.89489,0.99134,1.01598
0.15494,0.72011,1.60647,1.35919,1.12029,1.3621,1.46039,1.36665,1.17746,1.1569,1.06702,0.91039,0.81717,0.76027,0.92078,1.05766,1.09404,1.0525,1.12954,1.16107,1.07715,0.90755,0.74755,0.68935,0.66706,0.7294,0.85456,0.84534,0.7663,0.63213,0.54894,0.55238,0.6259,0.68285,0.59681,0.49767,0.48138,0.42108,0.55545,0.59524,0.6487,0.59087,0.51648,0.48258,0.78364,0.7177,0.85603,0.95581
-0.09426,-0.09212,0.40423,1.26087,1.05031,0.84257,1.11925,1.24152,1.16127,0.99285,0.9986,0.94701,0.77677,0.70028,0.65767,0.83237,0.97642,1.01319,0.97201,1.05058,1.0839,1.00041,0.83847,0.67404,0.61581,0.60229,0.67134,0.80268,0.79477,0.71676,0.58035,0.49738,0.50075,0.57833,0.63976,0.5474,0.44488,0.42885,0.36839,0.50732,0.54689,0.60267,0.54417,0.46959,0.4359,0.74509,0.67893,0.82347
0.16386,-0.0825,-0.11459,0.30285,1.03613,0.85595,0.69662,0.96662,1.08482,1.03182,0.90168,0.92492,0.89101,0.72258,0.66368,0.62763,0.80331,0.94472,0.9798,0.94656,1.02183,1.0535,0.97554,0.82029,0.66805,0.61315,0.60459,0.66754,0.79575,0.79115,0.7192,0.58677,0.50561,0.50904,0.58241,0.64362,0.5522,0.44824,0.43362,0.37046,0.50702,0.54588,0.5976,0.53738,0.46198,0.43064,0.72922,0.6661
1.53917,0.98212,0.64334,0.46528,0.73748,1.31868,1.17438,1.04109,1.25899,1.35694,1.31557,1.18749,1.19494,1.15902,1.01586,0.92057,0.88275,1.02483,1.14349,1.17976,1.14961,1.20797,1.23661,1.16794,1.02732,0.88682,0.83798,0.81845,0.87295,0.98285,0.97402,0.90778,0.79124,0.71435,0.71624,0.77991,0.83372,0.74357,0.64953,0.6272,0.56694,0.68862,0.72211,0.76957,0.71467,0.64253,0.61044,0.88978
-0.46787,1.04522,0.72195,0.44967,0.31749,0.59837,1.20869,1.06025,0.91961,1.14683,1.24866,1.20515,1.08104,1.09193,1.05848,0.91565,0.82886,0.79664,0.94783,1.06973,1.10351,1.07533,1.13775,1.16573,1.09234,0.95186,0.81691,0.7705,0.75649,0.81325,0.92464,0.91723,0.8485,0.72843,0.65203,0.65398,0.71858,0.77266,0.68823,0.5901,0.57142,0.5116,0.63457,0.66933,0.7165,0.65997,0.58816,0.55598
1.01158,0.25102,1.16079,0.85156,0.59481,0.44788,0.70384,1.28695,1.14667,1.01388,1.2332,1.3287,1.28602,1.16059,1.16714,1.1283,0.99332,0.89898,0.86697,1.01108,1.12851,1.16021,1.13164,1.18991,1.21654,1.14235,1.00569,0.87169,0.82798,0.81264,0.86712,0.97624,0.96713,0.89681,0.77916,0.70381,0.70552,0.76885,0.82239,0.73624,0.63994,0.61998,0.55928,0.67904,0.71232,0.75817,0.70242,0.63057
-0.29858,0.38168,-0.0241,0.89954,0.70195,0.4944,0.3708,0.6211,1.20234,1.06294,0.92839,1.13926,1.23511,1.18931,1.07465,1.08626,1.04803,0.91497,0.83072,0.80277,0.9508,1.06808,1.09669,1.06818,1.1286,1.15413,1.08076,0.94732,0.81659,0.77281,0.76231,0.82068,0.92993,0.92198,0.85113,0.73451,0.65967,0.66064,0.7232,0.77712,0.69385,0.5976,0.57993,0.52153,0.64134,0.67503,0.72044,0.66428
-0.49415,-0.56405,-0.08181,-0.30476,0.57303,0.49457,0.33869,0.25165,0.5085,1.07344,0.93643,0.80826,1.00099,1.09067,1.04784,0.94676,0.96184,0.92864,0.79821,0.72905,0.7079,0.85655,0.97453,1.00088,0.97301,1.03575,1.05923,0.98842,0.8585,0.73322,0.69239,0.68579,0.74577,0.85658,0.85003,0.78049,0.66595,0.59321,0.59443,0.65635,0.70771,0.62856,0.53361,0.51942,0.46324,0.58012,0.61395,0.65921
0.16463,-0.33305,-0.45708,-0.07048,-0.26262,0.49096,0.42969,0.30134,0.23201,0.48943,1.04737,0.91484,0.78586,0.96543,1.04883,1.00506,0.90753,0.91951,0.89307,0.77041,0.70357,0.6872,0.83314,0.94909,0.97267,0.94537,1.00698,1.02963,0.96108,0.83426,0.71394,0.67711,0.67322,0.73465,0.84479,0.83885,0.76934,0.6538,0.58104,0.58254,0.64324,0.6935,0.61669,0.52341,0.50783,0.45341,0.56757,0.60082
-0.86835,-0.53579,-0.7209,-0.73663,-0.36011,-0.47783,0.26099,0.22639,0.11685,0.07431,0.3502,0.93341,0.79734,0.66203,0.85016,0.93587,0.88845,0.79131,0.80379,0.78185,0.66065,0.60169,0.58672,0.73605,0.85733,0.88388,0.85714,0.92349,0.94726,0.87911,0.75359,0.63472,0.59757,0.59867,0.6639,0.77687,0.77237,0.70258,0.58642,0.51272,0.51469,0.57645,0.62871,0.55359,0.45965,0.44748,0.39182,0.50642
-1.36749,-1.41619,-1.22104,-1.28408,-1.23662,-0.88056,-0.93496,-0.20119,-0.16536,-0.23961,-0.24377,0.06837,0.67829,0.53672,0.3944,0.59042,0.68125,0.63538,0.54463,0.56429,0.55282,0.43575,0.39306,0.38132,0.53792,0.66968,0.69864,0.67101,0.74552,0.77295,0.70655,0.57775,0.46204,0.41965,0.42689,0.4941,0.61713,0.61519,0.54463,0.42318,0.34935,0.3539,0.41963,0.477,0.40626,0.30997,0.30359,0.24859
1.69109,0.69444,0.28171,0.22915,-0.02342,-0.12794,0.1016,-0.01688,0.53558,0.47824,0.34616,0.27894,0.53709,1.05721,0.93027,0.80264,0.97173,1.04974,1.00501,0.91323,0.9286,0.89718,0.7874,0.72358,0.70995,0.84871,0.96678,0.99305,0.96896,1.02865,1.05253,0.9824,0.85785,0.73983,0.69988,0.69158,0.74836,0.85665,0.84864,0.7812,0.67144,0.60147,0.60386,0.66201,0.71236,0.63651,0.54854,0.52958
1.22374,1.69462,1.19177,0.94112,0.88412,0.65245,0.52416,0.66452,0.50771,0.92827,0.84178,0.7268,0.61755,0.82316,1.27251,1.15945,1.04551,1.19417,1.26313,1.22566,1.13688,1.14821,1.10534,1.00759,0.9394,0.92384,1.03905,1.13964,1.1634,1.14292,1.19425,1.21296,1.1469,1.02918,0.91435,0.87736,0.8568,0.91472,1.0113,1.00109,0.93759,0.83599,0.76885,0.76826,0.82264,0.86974,0.79089,0.71002
1.438,1.47638,1.85341,1.52119,1.34432,1.32903,1.15145,1.0451,1.15244,0.96299,1.29646,1.22555,1.10063,0.95289,1.14368,1.53704,1.43307,1.3418,1.472,1.53007,1.50154,1.42168,1.43701,1.37267,1.28024,1.20275,1.18193,1.28519,1.37116,1.39693,1.3816,1.42685,1.4464,1.3816,1.27006,1.14274,1.10901,1.07757,1.12922,1.21579,1.20168,1.14066,1.04669,0.98132,0.98002,1.03341,1.07966,0.99448
1.49278,1.7266,1.77869,2.02787,1.8082,1.69336,1.69631,1.60033,1.52982,1.62588,1.45241,1.6837,1.62058,1.52698,1.34469,1.51417,1.82265,1.72923,1.67327,1.79304,1.82805,1.81531,1.75774,1.75759,1.68341,1.60908,1.50873,1.47779,1.55865,1.62278,1.64661,1.64623,1.68614,1.70383,1.64994,1.55045,1.4142,1.38689,1.34444,1.37347,1.44076,1.42347,1.36903,1.29228,1.22937,1.22525,1.2696,1.31206
1.07104,1.61562,1.83001,1.84117,2.06203,1.83313,1.73804,1.74472,1.64768,1.59005,1.6734,1.51943,1.73718,1.67573,1.59508,1.41142,1.55875,1.8378,1.74904,1.69467,1.79995,1.82546,1.80992,1.75242,1.75252,1.69205,1.62973,1.54549,1.51764,1.58748,1.64696,1.66877,1.67071,1.71057,1.72707,1.68253,1.59427,1.4581,1.43649,1.39592,1.42974,1.49346,1.47516,1.42181,1.35019,1.29061,1.28679,1.3264
-0.24419,0.66711,1.41565,1.69577,1.74602,2.02902,1.77819,1.68125,1.6808,1.57994,1.51783,1.60541,1.45521,1.68481,1.60658,1.52754,1.35075,1.50362,1.80125,1.71029,1.64774,1.75784,1.78509,1.76512,1.69686,1.69836,1.64409,1.58327,1.5088,1.48042,1.54804,1.61056,1.63232,1.63271,1.67573,1.69035,1.64427,1.55369,1.42352,1.40062,1.35928,1.39515,1.45979,1.44011,1.38741,1.31256,1.25198,1.24786
-1.09318,-0.80162,0.23539,1.18722,1.52493,1.61288,1.92423,1.6583,1.55411,1.55381,1.45457,1.38932,1.47631,1.33073,1.5782,1.50455,1.41879,1.25617,1.41435,1.7344,1.63867,1.56507,1.67771,1.70585,1.68249,1.60734,1.61355,1.57274,1.51403,1.44405,1.41776,1.49081,1.55735,1.57648,1.57263,1.61674,1.63041,1.58376,1.48866,1.36159,1.33853,1.30004,1.33683,1.40594,1.38667,1.33171,1.25142,1.18962
0.88964,0.02404,-0.18101,0.44415,1.24256,1.55349,1.63805,1.94649,1.69861,1.59833,1.59612,1.49737,1.43554,1.51641,1.38348,1.62441,1.53863,1.45654,1.2999,1.45385,1.76518,1.66724,1.59132,1.70162,1.72781,1.70322,1.62715,1.63391,1.59761,1.53219,1.46774,1.44332,1.51207,1.5757,1.5949,1.5921,1.63427,1.64736,1.60289,1.50914,1.38911,1.36672,1.32438,1.3642,1.43203,1.41254,1.35795,1.27884
1.38904,1.34465,0.87271,0.57308,0.88151,1.43277,1.67736,1.74793,2.01045,1.80207,1.7154,1.71925,1.63082,1.57412,1.64597,1.54051,1.75978,1.67852,1.57902,1.4286,1.56725,1.85278,1.7613,1.69102,1.7959,1.81623,1.79046,1.71517,1.717,1.68359,1.6124,1.54735,1.52882,1.58762,1.64508,1.66215,1.65825,1.69754,1.71033,1.66864,1.58249,1.46633,1.44355,1.39561,1.43288,1.49566,1.47796,1.42827
-0.16735,0.98124,1.03334,0.63146,0.39881,0.71073,1.30771,1.58701,1.68008,1.94697,1.73102,1.64862,1.64897,1.54808,1.49206,1.55891,1.45838,1.67721,1.60164,1.50879,1.36572,1.50488,1.78795,1.70151,1.62855,1.7333,1.75556,1.73003,1.65938,1.66858,1.63846,1.56844,1.505,1.49053,1.55333,1.61203,1.62772,1.62282,1.66263,1.67406,1.63129,1.5401,1.42748,1.40211,1.35811,1.39549,1.46005,1.44261
-1.73076,-1.32216,0.10202,0.35769,0.0281,-0.08869,0.2908,1.01177,1.36226,1.51619,1.80099,1.571,1.48042,1.48004,1.36863,1.30974,1.37772,1.26969,1.50242,1.43387,1.33679,1.20368,1.35322,1.65762,1.56976,1.49287,1.60407,1.63428,1.60893,1.53514,1.54855,1.51966,1.44898,1.38856,1.37847,1.4495,1.5138,1.52863,1.52551,1.56754,1.58027,1.53596,1.44109,1.32867,1.30104,1.26103,1.29901,1.36877
-1.14108,-1.6568,-1.55997,-0.55065,-0.23028,-0.45807,-0.50597,-0.10679,0.71021,1.12619,1.31877,1.60771,1.37592,1.27456,1.26916,1.16491,1.10268,1.17295,1.06438,1.31228,1.25491,1.16982,1.05066,1.21014,1.54116,1.45138,1.36813,1.49194,1.52881,1.5004,1.42347,1.43612,1.40722,1.3393,1.28196,1.2745,1.35806,1.43015,1.44593,1.43956,1.48464,1.49848,1.44561,1.34675,1.22951,1.19964,1.166,1.20514
-0.31942,-0.96508,-1.4237,-1.41363,-0.7028,-0.42336,-0.60613,-0.62373,-0.22924,0.57242,0.996,1.21831,1.5214,1.28219,1.17552,1.16436,1.05429,0.98767,1.06076,0.95421,1.21395,1.15438,1.07653,0.97134,1.13422,1.46903,1.38019,1.29543,1.41768,1.45454,1.42463,1.34727,1.35589,1.33047,1.26661,1.21419,1.20078,1.28427,1.35659,1.37104,1.36249,1.40678,1.41955,1.36715,1.2718,1.16541,1.13833,1.11172
-0.63813,-0.74048,-1.1104,-1.45607,-1.46106,-0.91819,-0.70351,-0.86632,-0.88084,-0.50388,0.26457,0.71943,0.976,1.29661,1.05664,0.94895,0.92518,0.81587,0.75343,0.82861,0.72666,0.98922,0.94845,0.87954,0.7954,0.96359,1.29676,1.21042,1.12468,1.24246,1.28731,1.2557,1.18613,1.1996,1.17874,1.11669,1.0657,1.06505,1.15499,1.23446,1.25224,1.2439,1.29298,1.30599,1.25355,1.15688,1.04925,1.02232
-1.18024,-1.1216,-1.0841,-1.33744,-1.60429,-1.61795,-1.2025,-1.0249,-1.14866,-1.15342,-0.81527,-0.08744,0.38073,0.7031,1.06612,0.82884,0.72239,0.69373,0.58702,0.52902,0.60649,0.50151,0.78509,0.74976,0.68189,0.61244,0.79885,1.1598,1.0698,0.98098,1.10421,1.15579,1.12471,1.05588,1.07456,1.04855,0.9834,0.93666,0.93727,1.03515,1.12017,1.1395,1.12933,1.18197,1.19713,1.14378,1.0439,0.93844
-1.20293,-1.48353,-1.47342,-1.37842,-1.5495,-1.72799,-1.78416,-1.49594,-1.35195,-1.46408,-1.46853,-1.17037,-0.48963,-0.04537,0.33468,0.71854,0.49951,0.4002,0.36616,0.26474,0.21637,0.29157,0.19204,0.48698,0.47329,0.40691,0.36103,0.55271,0.92778,0.84617,0.75894,0.88335,0.94231,0.91118,0.84364,0.86508,0.84279,0.77228,0.73543,0.73275,0.83768,0.92607,0.94407,0.92926,0.98004,0.99567,0.94103,0.84311
1.50441,0.13915,-0.46321,-0.69308,-0.74478,-0.97171,-1.20135,-1.25058,-0.94962,-0.81932,-0.95175,-0.97027,-0.69949,-0.06472,0.326,0.62144,0.95173,0.74933,0.65763,0.63241,0.5411,0.49279,0.56101,0.46933,0.72511,0.70496,0.64453,0.5893,0.76124,1.09289,1.01572,0.9358,1.05068,1.10217,1.07355,1.01152,1.0304,1.00248,0.94089,0.8999,0.89816,0.99053,1.06997,1.08577,1.07441,1.12144,1.13504,1.08158
1.6925,1.83945,0.80826,0.22119,-0.1354,-0.29088,-0.54421,-0.80363,-0.85973,-0.54676,-0.42053,-0.56287,-0.60078,-0.34554,0.27206,0.63268,0.86774,1.17753,0.97803,0.88599,0.8655,0.77872,0.72802,0.7934,0.70202,0.93796,0.91177,0.8585,0.79453,0.95209,1.25679,1.17955,1.10298,1.21374,1.26279,1.2342,1.17471,1.19232,1.16028,1.10246,1.05523,1.05095,1.1345,1.2068,1.22222,1.21409,1.25821,1.26979
-0.26897,1.24931,1.62373,0.66591,0.1204,-0.20091,-0.35368,-0.59206,-0.8418,-0.89736,-0.59449,-0.4693,-0.60674,-0.64239,-0.39547,0.21372,0.57881,0.81984,1.13247,0.93309,0.8397,0.81699,0.7303,0.68082,0.74576,0.65658,0.89238,0.86846,0.81624,0.75578,0.9165,1.22811,1.15004,1.06958,1.18051,1.23041,1.20101,1.14159,1.15868,1.12876,1.07088,1.02547,1.02074,1.10616,1.17964,1.19452,1.18391,1.22838
0.5413,0.13075,1.141,1.53057,0.69931,0.21491,-0.10933,-0.27635,-0.51638,-0.76381,-0.81757,-0.51914,-0.40057,-0.53383,-0.57857,-0.34327,0.24683,0.60054,0.83181,1.14172,0.94669,0.8538,0.83117,0.7454,0.69742,0.76063,0.67375,0.9029,0.8791,0.8277,0.77006,0.92915,1.2317,1.15543,1.07613,1.18494,1.23293,1.20345,1.14541,1.16202,1.13539,1.0782,1.03139,1.02952,1.11402,1.18637,1.20044,1.18918
1.76422,1.56113,1.29411,1.65536,1.86665,1.19679,0.8112,0.46445,0.27542,0.0153,-0.25004,-0.31156,-0.01444,0.09371,-0.04488,-0.1198,0.086,0.61623,0.93375,1.10714,1.37956,1.19917,1.11036,1.09069,1.01126,0.9604,1.01578,0.93023,1.13305,1.10582,1.05687,0.99324,1.13367,1.39886,1.32597,1.25443,1.35396,1.39659,1.3699,1.31714,1.33102,1.29833,1.24675,1.19198,1.18923,1.26339,1.32784,1.34187
-0.36026,1.32339,1.20801,0.97129,1.37044,1.65206,1.04291,0.68559,0.36978,0.19304,-0.05184,-0.31378,-0.37456,-0.07959,0.02222,-0.11049,-0.18279,0.01482,0.53858,0.8566,1.03401,1.30752,1.13142,1.04566,1.02364,0.94525,0.89622,0.95073,0.86765,1.07208,1.04929,1.00379,0.94421,1.08753,1.35584,1.28434,1.21167,1.30938,1.3522,1.32472,1.271,1.28136,1.25182,1.19831,1.14675,1.14474,1.21999,1.28477
-0.40482,-0.55294,1.00706,0.95522,0.75812,1.20355,1.51416,0.92464,0.57611,0.2807,0.11535,-0.1205,-0.37658,-0.4384,-0.1437,-0.04554,-0.17496,-0.24045,-0.04657,0.47222,0.79136,0.97339,1.25117,1.07419,0.99046,0.97091,0.89302,0.84642,0.90185,0.81911,1.0277,1.00591,0.95971,0.90232,1.04915,1.32134,1.25023,1.17656,1.27781,1.32131,1.29405,1.24021,1.25074,1.22153,1.16732,1.11683,1.11333,1.19052
-0.22976,-0.48053,-0.59951,0.68993,0.70783,0.55596,1.04448,1.39746,0.80861,0.47696,0.19047,0.05099,-0.17385,-0.41696,-0.47763,-0.20278,-0.10621,-0.2276,-0.28557,-0.10133,0.40424,0.72345,0.91506,1.20025,1.0177,0.93464,0.91567,0.83703,0.7906,0.84949,0.76655,0.97941,0.95876,0.9106,0.85248,1.00414,1.29312,1.21846,1.14188,1.24729,1.29298,1.26496,1.20558,1.21837,1.1867,1.13108,1.08327,1.07831
2.2725,1.97571,1.76531,1.47313,1.95903,1.87745,1.68113,1.8452,2.04152,1.57834,1.27478,0.96247,0.82024,0.59418,0.36146,0.295,0.53235,0.60866,0.48659,0.40811,0.56389,0.99608,1.26859,1.4031,1.64006,1.46599,1.38513,1.37065,1.3066,1.25112,1.30066,1.21428,1.39221,1.36016,1.31768,1.24589,1.36622,1.60499,1.53102,1.46268,1.5609,1.59921,1.57239,1.51969,1.5291,1.49233,1.45117,1.40029
1.10895,1.99174,1.81505,1.67553,1.56014,1.96268,1.95887,1.85536,1.99153,2.13619,1.72666,1.47244,1.16434,1.02647,0.81498,0.60617,0.54184,0.75277,0.82211,0.70958,0.63038,0.77151,1.15584,1.40379,1.51887,1.72815,1.56555,1.48625,1.47352,1.41711,1.3667,1.40939,1.33089,1.49978,1.46502,1.42855,1.34905,1.47187,1.69918,1.62925,1.56647,1.66793,1.70781,1.68093,1.63301,1.64674,1.59805,1.5622
-0.72006,0.44872,1.48013,1.3301,1.21535,1.11341,1.6042,1.63285,1.55189,1.76766,1.93659,1.55927,1.2816,0.96323,0.83499,0.63168,0.42484,0.35681,0.5794,0.65457,0.54142,0.45892,0.61396,1.01458,1.28436,1.42505,1.65297,1.48395,1.39813,1.38527,1.32532,1.27612,1.32341,1.24508,1.42627,1.3831,1.34694,1.26964,1.39829,1.63706,1.56578,1.4997,1.60474,1.64657,1.6198,1.5707,1.58556,1.53816
0.01936,-0.46356,0.21214,1.16528,1.04783,0.95051,0.87398,1.34707,1.37989,1.32277,1.55789,1.7622,1.41982,1.16141,0.87668,0.76022,0.57376,0.37885,0.31112,0.52931,0.60593,0.49317,0.41318,0.56945,0.96705,1.23562,1.36846,1.58558,1.42654,1.34717,1.33595,1.28282,1.23988,1.2858,1.212,1.38977,1.33913,1.30357,1.22931,1.34299,1.57188,1.50338,1.4398,1.54333,1.58131,1.55205,1.50003,1.51585
1.00923,0.51462,0.00455,0.47103,1.26747,1.15679,1.07392,1.00253,1.41086,1.44328,1.39364,1.59872,1.79688,1.48094,1.25051,0.97181,0.86114,0.68849,0.50981,0.45185,0.65027,0.71681,0.61648,0.54424,0.68082,1.03818,1.282,1.4075,1.60792,1.45839,1.38572,1.37459,1.3277,1.28883,1.33131,1.26498,1.43436,1.38004,1.35024,1.27968,1.39316,1.61163,1.54439,1.48196,1.58214,1.61923,1.59236,1.53842
-0.83851,0.39397,0.16816,-0.25446,0.26556,1.1132,0.99628,0.91197,0.8356,1.26785,1.30159,1.24824,1.48371,1.69942,1.35746,1.12125,0.84985,0.74304,0.57314,0.39172,0.33376,0.53695,0.60841,0.5078,0.43757,0.57592,0.94397,1.19429,1.33364,1.54028,1.38608,1.31509,1.3025,1.25166,1.214,1.25631,1.18819,1.35989,1.31401,1.28144,1.21134,1.32923,1.55352,1.48404,1.42167,1.52022,1.55708,1.52961
-1.83369,-1.55698,-0.24088,-0.26257,-0.59161,-0.00378,0.89486,0.78397,0.69852,0.61895,1.07169,1.10724,1.04905,1.30664,1.54613,1.19753,0.95191,0.6952,0.58814,0.417,0.23527,0.1782,0.38463,0.46115,0.3601,0.2957,0.43681,0.81447,1.07486,1.22941,1.44939,1.29301,1.22176,1.20556,1.14954,1.11135,1.15487,1.08538,1.2609,1.22074,1.18652,1.11993,1.24207,1.4775,1.4071,1.34154,1.43832,1.47651
-0.57967,-1.4056,-1.41009,-0.44368,-0.40641,-0.69548,-0.11105,0.77569,0.67021,0.5885,0.50725,0.94873,0.98471,0.92391,1.19482,1.4459,1.09276,0.8477,0.60186,0.50135,0.33602,0.15874,0.10535,0.30671,0.38464,0.2863,0.22624,0.36619,0.74025,0.99713,1.15787,1.38187,1.22837,1.15924,1.14223,1.08551,1.04715,1.09001,1.0208,1.19571,1.16245,1.12631,1.06082,1.18747,1.42635,1.35673,1.28987,1.38441
-1.96255,-1.49108,-1.7854,-1.74454,-0.96312,-0.83334,-1.0772,-0.43756,0.49498,0.40219,0.32253,0.24133,0.67149,0.70729,0.6488,0.93092,1.19698,0.8499,0.60605,0.38524,0.29638,0.13523,-0.03624,-0.08515,0.11215,0.19359,0.09859,0.04665,0.18894,0.5631,0.8211,0.98937,1.22266,1.07516,1.00965,0.9919,0.93217,0.89501,0.93856,0.8698,1.04308,1.01619,0.9752,0.91647,1.0442,1.28551,1.22056,1.15445
-0.61202,-1.65868,-1.43966,-1.70233,-1.66396,-1.01961,-0.91898,-1.15524,-0.54857,0.38334,0.30378,0.22528,0.1418,0.56502,0.59646,0.53832,0.81791,1.08182,0.74724,0.51278,0.30237,0.22126,0.0657,-0.10199,-0.14895,0.04344,0.12404,0.03123,-0.01916,0.11886,0.49276,0.75381,0.92667,1.16375,1.01929,0.95511,0.93658,0.87418,0.83659,0.88044,0.81125,0.98292,0.95932,0.91709,0.86076,0.98928,1.23193,1.1673
-0.50014,-0.74575,-1.44238,-1.37469,-1.61865,-1.64128,-1.05733,-0.97058,-1.18753,-0.63367,0.2924,0.21988,0.1428,0.05667,0.48522,0.51525,0.45571,0.74014,1.00592,0.67112,0.43988,0.2363,0.15672,0.00493,-0.15653,-0.2006,-0.01228,0.06843,-0.0235,-0.07062,0.06667,0.44073,0.70176,0.87851,1.12006,0.97631,0.91271,0.89418,0.8327,0.79449,0.83909,0.76958,0.94368,0.92112,0.87847,0.82386,0.95179,1.19794
-0.09922,-0.43436,-0.64742,-1.21728,-1.24984,-1.48526,-1.55644,-1.05029,-0.97776,-1.18195,-0.65559,0.24686,0.17821,0.10389,0.0184,0.42839,0.45935,0.40354,0.6837,0.94767,0.61861,0.39085,0.18871,0.11042,-0.0404,-0.19704,-0.23912,-0.05762,0.02275,-0.06543,-0.11003,0.02642,0.40183,0.66019,0.84065,1.08988,0.943,0.87736,0.85971,0.79635,0.75795,0.80493,0.73307,0.91301,0.88993,0.84661,0.79344,0.92294
1.2988,0.87551,0.59023,0.28539,-0.32065,-0.4625,-0.75661,-0.8844,-0.48963,-0.50479,-0.73049,-0.27909,0.54578,0.4688,0.39614,0.31021,0.68732,0.71214,0.65695,0.91591,1.16744,0.84087,0.62624,0.41574,0.34117,0.1906,0.03602,-0.00862,0.16876,0.24302,0.15581,0.10613,0.23771,0.59103,0.83578,0.99654,1.22258,1.08052,1.01478,0.99668,0.93994,0.90371,0.94645,0.87773,1.04482,1.01994,0.98345,0.9279
0.1649,0.78892,0.58987,0.4134,0.19596,-0.28486,-0.42788,-0.70868,-0.83105,-0.48285,-0.50459,-0.72502,-0.30665,0.46659,0.40192,0.33852,0.25214,0.61034,0.6377,0.58552,0.83457,1.07942,0.77141,0.5735,0.38097,0.31468,0.1657,0.01735,-0.02604,0.14379,0.21176,0.12685,0.07635,0.19971,0.54596,0.78555,0.94153,1.17588,1.03541,0.97123,0.95503,0.89958,0.86507,0.90701,0.83833,1.00842,0.98357,0.94909
0.38331,0.17541,0.6468,0.51252,0.374,0.1914,-0.23612,-0.37517,-0.64234,-0.75546,-0.44159,-0.48811,-0.69921,-0.29127,0.46251,0.4056,0.34792,0.26045,0.61932,0.64868,0.5975,0.83886,1.09185,0.7767,0.57769,0.38623,0.32168,0.17139,0.02551,-0.0159,0.15575,0.22465,0.13738,0.08623,0.21225,0.55865,0.80048,0.95768,1.19496,1.05108,0.98469,0.96896,0.91401,0.87981,0.92292,0.85483,1.02832,1.00332
