Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es.
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-0.51267,-0.34636,-0.59756,-0.07452,-0.11078,-0.08702,-0.64684,-0.97659,-0.2946,-0.15162,-0.0159,0.30252,0.39427,0.19094,0.02434,-0.05857,-0.16034,-0.0162,-0.12485,-0.20356,-0.45861,-0.36412,-0.29068,-0.31806,-0.09511,-0.08029,-0.09045,0.12411,0.31155,0.39815,0.26619,0.33691,0.46109,0.57906,0.59594,0.62092,0.54476,0.63671,0.65122,0.81537,0.89862,0.86725,0.79313,0.6854,0.82299,0.87527,0.74107,0.68252
-1.41395,-1.28521,-0.99577,-1.05275,-0.54035,-0.48796,-0.41855,-0.90235,-1.1941,-0.53976,-0.37389,-0.22572,0.09876,0.18903,-0.00751,-0.17267,-0.25096,-0.33992,-0.19275,-0.29214,-0.36078,-0.59293,-0.49938,-0.42683,-0.45018,-0.23067,-0.21561,-0.22341,-0.01142,0.17957,0.26916,0.14113,0.21158,0.34374,0.46663,0.48604,0.51346,0.43739,0.53063,0.5454,0.71355,0.79941,0.76896,0.69705,0.5871,0.73206,0.78448,0.64887
1.86512,1.04344,0.61886,0.44176,0.16275,0.45819,0.38164,0.31353,-0.22576,-0.51974,0.01739,0.14352,0.25357,0.53459,0.61391,0.42291,0.26331,0.18398,0.0855,0.20474,0.09185,0.00904,-0.26121,-0.17842,-0.11379,-0.14174,0.0706,0.07971,0.06708,0.27493,0.4543,0.53691,0.40866,0.47102,0.58433,0.6968,0.71006,0.73206,0.6585,0.75124,0.7648,0.9276,1.008,0.9776,0.89816,0.79398,0.92494,0.97197
-0.21975,1.1243,0.51412,0.24117,0.15198,-0.04299,0.24887,0.22909,0.19582,-0.3184,-0.62115,-0.0935,0.0431,0.1574,0.44047,0.51329,0.32089,0.16473,0.08889,-0.00442,0.11882,0.02093,-0.05811,-0.31852,-0.22758,-0.16164,-0.18587,0.02395,0.03254,0.0208,0.22682,0.40461,0.48725,0.35957,0.42004,0.53159,0.64152,0.65677,0.67774,0.60529,0.69672,0.71114,0.87039,0.94927,0.92019,0.84637,0.74561,0.87851
0.32619,-0.04015,0.84365,0.44926,0.25082,0.17457,-0.00173,0.23104,0.20698,0.19356,-0.27957,-0.56863,-0.08443,0.03235,0.14749,0.42116,0.48466,0.30191,0.15885,0.08516,-0.00372,0.11656,0.02301,-0.04519,-0.29458,-0.20278,-0.14287,-0.16597,0.03561,0.04279,0.02676,0.22435,0.39327,0.46999,0.34702,0.40474,0.51089,0.62473,0.6376,0.65782,0.58687,0.67904,0.69484,0.85286,0.93269,0.90355,0.82978,0.7315
-1.16226,-0.43294,-0.56345,0.26614,-0.06144,-0.22778,-0.28106,-0.42603,-0.21558,-0.20958,-0.17358,-0.60964,-0.86532,-0.36964,-0.23637,-0.10671,0.17842,0.24075,0.0685,-0.06526,-0.1371,-0.22553,-0.09803,-0.18719,-0.25806,-0.49092,-0.39619,-0.33289,-0.34947,-0.14369,-0.13472,-0.14789,0.05243,0.23001,0.31305,0.18743,0.24384,0.35843,0.47844,0.49595,0.51729,0.44561,0.54051,0.55858,0.72425,0.80989,0.78122,0.71165
-0.31691,-0.88052,-0.60946,-0.65424,0.00594,-0.26067,-0.38089,-0.42948,-0.54839,-0.35934,-0.35499,-0.32295,-0.72391,-0.96147,-0.48752,-0.35914,-0.22834,0.0555,0.11448,-0.05333,-0.17641,-0.24888,-0.3338,-0.20079,-0.2828,-0.35657,-0.57355,-0.47964,-0.41519,-0.42967,-0.22086,-0.21487,-0.2293,-0.02746,0.14802,0.23281,0.11322,0.16503,0.28389,0.39982,0.42032,0.44293,0.37075,0.45928,0.47461,0.63863,0.72235,0.6954
-0.47759,-0.60271,-1.02884,-0.74338,-0.75889,-0.14165,-0.3809,-0.49346,-0.53098,-0.63802,-0.46445,-0.45874,-0.43304,-0.79523,-1.01136,-0.56518,-0.43791,-0.31332,-0.04538,0.01415,-0.13931,-0.25052,-0.3149,-0.38868,-0.26354,-0.34024,-0.41283,-0.62063,-0.52838,-0.46357,-0.47853,-0.27835,-0.27263,-0.28794,-0.09387,0.07355,0.15296,0.04596,0.09435,0.21224,0.32812,0.3473,0.37052,0.30094,0.38547,0.40079,0.56165,0.6461
2.12042,1.32255,0.68641,0.10291,0.10874,-0.04674,0.48528,0.24479,0.13762,0.10244,-0.01041,0.15083,0.12188,0.1212,-0.23893,-0.49678,-0.09093,0.01533,0.1247,0.37184,0.42834,0.27757,0.16199,0.09607,0.01332,0.1265,0.04034,-0.02962,-0.26222,-0.175,-0.11396,-0.13242,0.06024,0.06315,0.04386,0.2311,0.38692,0.46038,0.34764,0.39392,0.49647,0.60267,0.61458,0.633,0.56372,0.64716,0.66037,0.81067
2.21049,2.43002,1.84507,1.26471,0.74501,0.63343,0.4483,0.90726,0.6885,0.59134,0.55777,0.44663,0.59441,0.54216,0.51772,0.15994,-0.10323,0.25381,0.34409,0.43491,0.6631,0.71741,0.57213,0.45584,0.3909,0.30556,0.40708,0.31064,0.24371,0.00148,0.08137,0.13645,0.115,0.29947,0.30357,0.28315,0.46301,0.6098,0.67972,0.56142,0.60812,0.69832,0.79646,0.80272,0.81666,0.74856,0.83122,0.84234
1.12842,2.06191,2.40582,1.86683,1.36356,0.91613,0.7875,0.60718,1.02776,0.82437,0.73188,0.69212,0.58416,0.72111,0.66404,0.63564,0.28806,0.03394,0.35842,0.44813,0.53411,0.75122,0.8036,0.662,0.54852,0.48599,0.40195,0.49795,0.40016,0.33935,0.09959,0.17824,0.22959,0.20721,0.38327,0.3877,0.36654,0.53888,0.67959,0.74751,0.6296,0.67598,0.76009,0.8563,0.86136,0.87378,0.80685,0.88779
0.52567,0.86558,1.62544,2.11656,1.7262,1.30497,0.93101,0.82518,0.66166,1.04658,0.85675,0.77306,0.72551,0.62249,0.75064,0.69549,0.66207,0.31605,0.08533,0.39012,0.48096,0.56053,0.7685,0.81833,0.68083,0.57097,0.51016,0.42931,0.52172,0.42628,0.37234,0.14013,0.21342,0.26389,0.24041,0.41107,0.41669,0.39574,0.56129,0.69656,0.75988,0.64568,0.68974,0.76857,0.86061,0.86522,0.87751,0.81382
1.58023,1.20697,1.30677,1.79596,2.16341,1.85818,1.48595,1.15815,1.04606,0.9061,1.24329,1.07448,0.99772,0.94447,0.84449,0.95872,0.90312,0.86178,0.53367,0.31207,0.57794,0.66266,0.73263,0.92337,0.96828,0.83855,0.73037,0.67126,0.58928,0.67347,0.58104,0.53198,0.30331,0.37287,0.41683,0.39202,0.55457,0.55823,0.53605,0.6944,0.82231,0.88079,0.76771,0.81084,0.87867,0.96612,0.96823,0.97793
0.36042,1.32534,1.1167,1.24478,1.73755,2.09427,1.81866,1.47647,1.15293,1.05612,0.92282,1.25762,1.09147,1.01567,0.96167,0.86147,0.97238,0.917,0.87276,0.54696,0.33057,0.58674,0.66899,0.73688,0.92707,0.97436,0.84674,0.74054,0.68192,0.60059,0.6853,0.59416,0.54488,0.32006,0.3903,0.43243,0.40772,0.56865,0.57298,0.5501,0.70731,0.83456,0.89312,0.77985,0.82316,0.89008,0.97506,0.97716
0.8081,0.72974,1.35889,1.2255,1.36154,1.80038,2.14369,1.92422,1.57001,1.24766,1.13808,1.01678,1.32244,1.16423,1.09462,1.04606,0.9512,1.05615,1.00137,0.96018,0.64099,0.42823,0.66738,0.74542,0.80733,0.99638,1.04502,0.91962,0.8115,0.75478,0.6723,0.7548,0.664,0.61026,0.38127,0.44682,0.48725,0.46142,0.62311,0.62849,0.60596,0.76406,0.89007,0.94989,0.83304,0.87705,0.94223,1.02521
0.22597,0.51324,0.54724,1.14828,1.08383,1.25098,1.70993,2.03517,1.81467,1.54026,1.23631,1.12664,1.00414,1.31223,1.15258,1.07938,1.02776,0.93037,1.03557,0.98326,0.94668,0.63251,0.42803,0.66703,0.74881,0.811,0.99786,1.0445,0.9217,0.81432,0.75908,0.67758,0.75716,0.66613,0.61378,0.38703,0.45061,0.4912,0.46438,0.62076,0.62716,0.60624,0.75921,0.88105,0.93882,0.82716,0.87303,0.93884
-0.84333,-0.52041,-0.13904,-0.06021,0.42195,0.47769,0.68381,1.22029,1.68876,1.46086,1.21426,0.93001,0.8458,0.72006,1.0579,0.89464,0.80753,0.75704,0.66433,0.77176,0.72418,0.69518,0.40182,0.21381,0.46897,0.55914,0.62122,0.80894,0.85407,0.73064,0.62784,0.57274,0.49593,0.57553,0.49015,0.43676,0.21709,0.28709,0.32782,0.30156,0.46116,0.46752,0.44827,0.60414,0.73081,0.79129,0.6823,0.7305
-0.37086,-0.85394,-0.66571,-0.36133,-0.28697,0.12653,0.1918,0.39805,0.93979,1.4842,1.26017,1.05068,0.743,0.68199,0.5697,0.93131,0.76909,0.6781,0.63258,0.54395,0.65212,0.60148,0.58257,0.28527,0.0942,0.36243,0.46087,0.52803,0.72521,0.77472,0.64811,0.54511,0.48875,0.41298,0.49794,0.40786,0.35148,0.12972,0.20243,0.24673,0.21933,0.38338,0.39015,0.37194,0.53227,0.66433,0.7278,0.6205
-1.31419,-1.22458,-1.36206,-1.11933,-0.8544,-0.77908,-0.43645,-0.37237,-0.169,0.34993,0.94946,0.78208,0.59838,0.28233,0.28808,0.18706,0.5833,0.42544,0.32733,0.28801,0.20879,0.31522,0.26992,0.26354,-0.01211,-0.20282,0.09099,0.19332,0.26861,0.47814,0.53284,0.40221,0.30109,0.24582,0.1708,0.26066,0.17978,0.11806,-0.0908,-0.01656,0.03329,0.00972,0.17258,0.17339,0.15437,0.31724,0.45147,0.51597
0.72332,-0.64531,-0.7896,-1.00411,-0.84521,-0.61556,-0.56076,-0.24916,-0.18299,-0.00225,0.46152,0.98832,0.83531,0.67118,0.38122,0.37077,0.27525,0.63846,0.49257,0.40574,0.37067,0.29718,0.39659,0.35612,0.34643,0.08777,-0.09447,0.17522,0.27353,0.3449,0.53947,0.58871,0.46673,0.36906,0.3162,0.24126,0.32317,0.24893,0.18935,-0.01519,0.05573,0.1,0.07657,0.23394,0.23382,0.21467,0.37025,0.50057
-1.47655,-0.12313,-1.06771,-1.12581,-1.25807,-1.08279,-0.84994,-0.79111,-0.4943,-0.43312,-0.2561,0.20603,0.7673,0.61553,0.46359,0.1743,0.18258,0.09779,0.47205,0.32398,0.23665,0.20444,0.13525,0.23769,0.2024,0.19558,-0.0554,-0.23486,0.03799,0.14052,0.21665,0.41548,0.46403,0.33784,0.24048,0.18865,0.11612,0.19937,0.131,0.06777,-0.12851,-0.05713,-0.01125,-0.03195,0.12461,0.12415,0.10652,0.26254
0.80264,-0.43314,0.14495,-0.79618,-0.91785,-1.09383,-0.96575,-0.74514,-0.69243,-0.40008,-0.33968,-0.16513,0.28636,0.82657,0.67281,0.52152,0.24381,0.24242,0.1561,0.51878,0.3716,0.28634,0.25462,0.18649,0.2868,0.25349,0.24456,-0.00919,-0.18741,0.08065,0.18063,0.25596,0.45212,0.49847,0.37476,0.27865,0.22756,0.15457,0.23802,0.16778,0.10425,-0.09148,-0.02134,0.02211,0.00098,0.15539,0.15569,0.13747
-0.32776,0.20553,-0.54975,-0.04322,-0.8338,-0.95826,-1.12816,-1.00423,-0.79,-0.73617,-0.45201,-0.39572,-0.22959,0.20509,0.73679,0.58871,0.44343,0.17512,0.1749,0.09772,0.45826,0.31427,0.23245,0.20018,0.13541,0.23475,0.20473,0.19707,-0.05243,-0.22125,0.04077,0.14262,0.21775,0.41134,0.45554,0.33373,0.23897,0.18821,0.11667,0.20033,0.12966,0.06713,-0.12162,-0.05311,-0.01008,-0.03054,0.12202,0.12252
-1.70457,-1.22848,-0.66979,-1.0676,-0.57258,-1.18591,-1.29475,-1.43024,-1.25729,-1.02412,-0.95629,-0.67669,-0.6193,-0.4546,-0.03136,0.494,0.35049,0.20741,-0.03587,-0.01877,-0.08191,0.27407,0.13465,0.0565,0.02438,-0.03542,0.06436,0.04149,0.03891,-0.20192,-0.36013,-0.09867,0.00089,0.07974,0.27235,0.31797,0.19875,0.1063,0.05744,-0.00912,0.07263,0.00668,-0.0533,-0.22991,-0.16304,-0.12099,-0.14064,0.01001
0.36256,-0.87724,-0.84416,-0.4686,-0.83842,-0.46374,-1.03839,-1.17509,-1.34606,-1.21036,-0.98391,-0.91987,-0.64018,-0.57695,-0.41885,-0.00988,0.4929,0.34981,0.21629,-0.01783,-0.00397,-0.06249,0.28457,0.14765,0.07062,0.03823,-0.02072,0.07571,0.05145,0.04574,-0.18902,-0.34237,-0.08319,0.01552,0.0918,0.28202,0.32666,0.20696,0.11481,0.06713,0.00098,0.08308,0.01832,-0.0395,-0.21642,-0.15001,-0.1105,-0.13003
1.38598,1.00293,0.01412,-0.1627,0.04997,-0.34785,-0.08928,-0.68092,-0.82508,-1.04803,-0.9648,-0.75601,-0.70457,-0.4338,-0.37308,-0.22546,0.17052,0.65249,0.50574,0.36878,0.14026,0.13731,0.07504,0.40726,0.2745,0.20016,0.16673,0.10681,0.19901,0.17244,0.16477,-0.06775,-0.21804,0.03463,0.13145,0.20265,0.38668,0.42961,0.31253,0.22019,0.17179,0.10355,0.18398,0.11809,0.06127,-0.11799,-0.0543,-0.01824
0.84274,1.31572,1.14183,0.38296,0.18696,0.33898,-0.04286,0.13044,-0.44635,-0.58305,-0.81598,-0.75563,-0.56195,-0.51744,-0.26101,-0.21471,-0.07542,0.30301,0.75811,0.61523,0.47636,0.24959,0.23159,0.16716,0.48784,0.35726,0.28452,0.24895,0.18815,0.28079,0.25272,0.24371,0.0154,-0.13871,0.10415,0.19523,0.26356,0.4449,0.48872,0.37321,0.28186,0.23432,0.16638,0.24638,0.18147,0.12531,-0.05651,0.00588
0.48937,0.72458,1.15957,1.09669,0.4506,0.30039,0.42845,0.10411,0.2597,-0.31296,-0.4756,-0.70604,-0.65177,-0.47117,-0.43,-0.18813,-0.14789,-0.01546,0.34854,0.79221,0.65582,0.52159,0.30334,0.28248,0.22571,0.53975,0.41417,0.34239,0.30681,0.24551,0.3367,0.30788,0.29963,0.07231,-0.0801,0.15244,0.24173,0.3089,0.48195,0.52343,0.41348,0.3259,0.27993,0.21369,0.28985,0.22186,0.16803,-0.01812
0.40055,0.41345,0.62127,0.91147,0.89796,0.44844,0.31937,0.42281,0.12919,0.2806,-0.24668,-0.40582,-0.63094,-0.59404,-0.42302,-0.38026,-0.1546,-0.11917,0.00892,0.34987,0.76951,0.64296,0.51585,0.31651,0.30101,0.25056,0.54558,0.42498,0.35577,0.32068,0.25786,0.34415,0.3136,0.30124,0.08104,-0.06844,0.15545,0.24575,0.30776,0.47602,0.51742,0.40941,0.32319,0.27608,0.20892,0.28167,0.21814,0.16702
-1.2363,-0.39909,-0.21573,0.04336,0.34785,0.34584,-0.04764,-0.15186,-0.05262,-0.29567,-0.10289,-0.59078,-0.73076,-0.88981,-0.83776,-0.66986,-0.62117,-0.40197,-0.35443,-0.22128,0.11616,0.53921,0.42248,0.29766,0.09452,0.09462,0.05105,0.36018,0.24185,0.17482,0.14008,0.07954,0.1682,0.14193,0.13325,-0.08805,-0.24078,-0.01073,0.08345,0.15105,0.32384,0.36848,0.2573,0.17106,0.12483,0.06042,0.13647,0.07818
-0.18274,-0.80875,-0.51604,-0.33384,-0.1219,0.1247,0.14459,-0.17746,-0.25763,-0.16404,-0.38616,-0.21251,-0.66399,-0.79884,-0.9447,-0.89791,-0.73869,-0.68881,-0.47624,-0.43363,-0.29683,0.02938,0.44424,0.33683,0.22307,0.02112,0.03443,-0.01049,0.29683,0.18422,0.12173,0.08466,0.02347,0.11283,0.08383,0.07658,-0.13802,-0.29351,-0.06044,0.03257,0.10188,0.27325,0.31515,0.20127,0.11485,0.07226,0.01201,0.08648
0.13361,-0.16836,-0.72695,-0.47941,-0.32102,-0.11632,0.10529,0.1147,-0.16875,-0.24157,-0.15518,-0.36147,-0.2118,-0.62614,-0.75619,-0.89132,-0.84559,-0.69634,-0.64916,-0.44805,-0.40651,-0.27593,0.03137,0.41962,0.31897,0.21477,0.02258,0.03323,-0.006,0.2891,0.1812,0.12007,0.08449,0.02391,0.10932,0.07906,0.06888,-0.13156,-0.2832,-0.05906,0.03132,0.09588,0.2625,0.30393,0.19215,0.10813,0.06579,0.01016
2.00439,1.42403,0.84517,0.24536,0.25248,0.28639,0.43835,0.63009,0.64392,0.37801,0.30277,0.37893,0.14982,0.27057,-0.13228,-0.29052,-0.46942,-0.44756,-0.30344,-0.2633,-0.06855,-0.03203,0.09057,0.38737,0.7487,0.64541,0.53633,0.35605,0.34685,0.3018,0.57699,0.46921,0.40753,0.3727,0.31127,0.39143,0.35683,0.34383,0.13976,-0.01203,0.20038,0.28455,0.34231,0.50017,0.53676,0.43089,0.34789,0.3036
1.16945,1.95203,1.52442,1.00441,0.45157,0.42212,0.43657,0.57766,0.76196,0.7769,0.52149,0.44732,0.51919,0.28764,0.39423,-0.00183,-0.15664,-0.34894,-0.33437,-0.19834,-0.15999,0.03233,0.0677,0.18696,0.47628,0.82653,0.72472,0.61313,0.43695,0.42478,0.37787,0.64804,0.53994,0.47723,0.44429,0.38371,0.46241,0.42702,0.41469,0.20958,0.05863,0.26691,0.3487,0.40326,0.558,0.59312,0.48914,0.40618
0.06183,0.70403,1.6803,1.33565,0.91333,0.42237,0.39934,0.40915,0.54593,0.72816,0.74004,0.48493,0.41157,0.47978,0.25296,0.35888,-0.02212,-0.16968,-0.3618,-0.34275,-0.20923,-0.17037,0.01961,0.05247,0.16979,0.45323,0.79698,0.69819,0.58833,0.41796,0.40739,0.36506,0.63039,0.5245,0.4613,0.42916,0.36921,0.44547,0.4104,0.39968,0.1964,0.04815,0.25468,0.33549,0.38956,0.54259,0.57718,0.47424
0.49226,0.28148,0.61696,1.44978,1.22923,0.89892,0.4821,0.4594,0.47032,0.59574,0.76208,0.77445,0.52619,0.45503,0.51972,0.29861,0.39076,0.01033,-0.11659,-0.31214,-0.28969,-0.16421,-0.12785,0.05758,0.08674,0.2001,0.47419,0.8051,0.7099,0.60371,0.44364,0.43243,0.3902,0.64674,0.54346,0.48278,0.45301,0.39468,0.46776,0.43413,0.42159,0.224,0.08156,0.28115,0.35821,0.40879,0.5558,0.58961
0.66704,0.59986,0.40899,0.67254,1.36605,1.19517,0.90537,0.531,0.5134,0.52802,0.65193,0.81048,0.81912,0.57556,0.50194,0.5624,0.34787,0.42972,0.06651,-0.05657,-0.25316,-0.23044,-0.10798,-0.07481,0.1045,0.13143,0.24016,0.50494,0.82471,0.73148,0.62982,0.4765,0.46625,0.42593,0.67602,0.57441,0.51418,0.48286,0.42442,0.49627,0.46226,0.45005,0.2561,0.1174,0.3091,0.38521,0.43292,0.57654
0.39528,0.57726,0.57876,0.43627,0.67898,1.33574,1.17879,0.90393,0.54535,0.53454,0.55466,0.67724,0.83397,0.84194,0.60194,0.52666,0.58423,0.37441,0.45076,0.09334,-0.02478,-0.22066,-0.20111,-0.08268,-0.04951,0.12705,0.15262,0.25956,0.52018,0.83653,0.74567,0.64522,0.49285,0.48337,0.44529,0.69116,0.5905,0.5312,0.5007,0.44179,0.51279,0.47838,0.46678,0.27406,0.13679,0.32666,0.40032,0.44629
-0.25706,-0.09044,0.17026,0.28217,0.20386,0.47089,1.17208,1.03669,0.78171,0.44061,0.4353,0.47289,0.59583,0.74715,0.75203,0.51685,0.44473,0.5035,0.3033,0.37804,0.03026,-0.08902,-0.28115,-0.2602,-0.14591,-0.11215,0.06277,0.08591,0.19352,0.45794,0.7814,0.68865,0.59008,0.43159,0.42224,0.38144,0.63359,0.53119,0.47287,0.44212,0.38373,0.45722,0.42332,0.41398,0.22395,0.08712,0.27722,0.3514
1.6772,1.21408,1.22318,1.25966,1.16271,1.04762,1.18094,1.62357,1.49749,1.26259,0.92969,0.87074,0.88995,0.97958,1.11186,1.11956,0.89971,0.82875,0.87905,0.68375,0.74887,0.40716,0.28777,0.06802,0.08645,0.19352,0.22438,0.39092,0.41167,0.50774,0.75638,1.04788,0.95683,0.85558,0.70747,0.68374,0.63982,0.86865,0.768,0.71154,0.68587,0.63044,0.69727,0.66232,0.65006,0.46002,0.33089,0.50111
0.86559,1.45543,1.21657,1.21327,1.26922,1.24662,1.17478,1.30693,1.69529,1.56825,1.35526,1.0701,0.99164,0.99992,1.07835,1.20009,1.2031,1.00005,0.93553,0.98302,0.79774,0.85814,0.53221,0.42664,0.21336,0.23139,0.32538,0.35228,0.50799,0.52659,0.61232,0.84392,1.11742,1.03064,0.93224,0.79097,0.76003,0.72325,0.94029,0.84126,0.7871,0.76449,0.71095,0.77439,0.73889,0.72492,0.53642,0.41248
-0.79557,0.18259,0.89128,0.71118,0.73841,0.80625,0.83536,0.78477,0.93585,1.41842,1.30647,1.13504,0.8214,0.77021,0.79689,0.89687,1.03022,1.03075,0.82223,0.76015,0.80947,0.61964,0.69339,0.36309,0.25517,0.05164,0.07637,0.17634,0.20979,0.37329,0.39313,0.48464,0.72542,1.01508,0.9285,0.8219,0.67436,0.64683,0.6102,0.83865,0.73598,0.68111,0.65739,0.6036,0.67053,0.63642,0.62368,0.43587
0.9161,0.27902,0.53665,1.03662,0.90956,0.9248,0.99957,1.05,1.01899,1.1542,1.53595,1.4502,1.30703,1.02995,0.96052,0.9887,1.07408,1.19287,1.20047,1.0147,0.954,0.99921,0.82237,0.88916,0.57319,0.46939,0.26578,0.28071,0.37329,0.40449,0.56309,0.58174,0.66651,0.89369,1.16303,1.08121,0.96985,0.82975,0.79692,0.75297,0.96341,0.86595,0.8122,0.78942,0.73471,0.79719,0.76305,0.75089
-0.56025,0.49773,-0.03462,0.28717,0.80138,0.68598,0.7028,0.76441,0.81367,0.78998,0.91934,1.31039,1.24906,1.11801,0.84658,0.79801,0.82212,0.91601,1.0347,1.03653,0.85906,0.80377,0.846,0.68078,0.74521,0.45673,0.35645,0.16939,0.19003,0.28335,0.31444,0.46608,0.48343,0.56524,0.78609,1.05036,0.97112,0.86839,0.73136,0.70445,0.66721,0.87647,0.78085,0.72778,0.70253,0.64914,0.71113,0.67941
-0.51607,-0.76817,0.23097,-0.22217,0.1327,0.65811,0.54288,0.564,0.62847,0.67825,0.65372,0.78722,1.20576,1.14386,1.01199,0.73898,0.69966,0.73093,0.83242,0.95417,0.95334,0.77531,0.72233,0.76554,0.59969,0.6651,0.38213,0.28423,0.09958,0.12227,0.21821,0.24968,0.40007,0.41551,0.49853,0.72122,0.98848,0.90806,0.81134,0.66961,0.64618,0.60955,0.82128,0.72572,0.67171,0.64503,0.59204,0.65414
-0.21628,-0.53596,-0.77983,0.10972,-0.29482,0.06676,0.58767,0.48003,0.50385,0.56796,0.61902,0.59493,0.72674,1.14758,1.08825,0.95815,0.68925,0.65549,0.68744,0.78925,0.91226,0.90895,0.7306,0.67878,0.72156,0.55884,0.62436,0.34119,0.24328,0.06215,0.08488,0.18241,0.21411,0.36366,0.37999,0.46381,0.68739,0.95645,0.8758,0.77994,0.63725,0.61612,0.57915,0.79199,0.69591,0.64097,0.61356,0.5602
-1.37283,-1.07272,-1.04929,-1.11032,-0.22744,-0.55971,-0.15796,0.37344,0.27479,0.30441,0.36548,0.41001,0.38657,0.51717,0.95614,0.90494,0.7808,0.51227,0.49544,0.53554,0.64562,0.77281,0.76774,0.5885,0.54107,0.5846,0.42668,0.49461,0.2157,0.12248,-0.05022,-0.0228,0.07608,0.10881,0.25631,0.27248,0.35599,0.57856,0.84848,0.76896,0.67767,0.53297,0.51704,0.48261,0.69842,0.60341,0.54851,0.51996
-1.98436,-1.9428,-1.5851,-1.49462,-1.5011,-0.66837,-0.94737,-0.48786,0.0866,0.00385,0.03897,0.099,0.13609,0.11537,0.24655,0.68932,0.64445,0.52621,0.27163,0.27763,0.32878,0.44264,0.57483,0.56947,0.39012,0.3478,0.39235,0.24232,0.31405,0.04321,-0.04236,-0.20317,-0.17693,-0.07515,-0.0423,0.10606,0.12381,0.20718,0.42845,0.69787,0.61852,0.53313,0.38872,0.38034,0.3478,0.56213,0.4702,0.41724
-1.97569,-2.44757,-2.18423,-1.87267,-1.71913,-1.6942,-0.97369,-1.22599,-0.76024,-0.16445,-0.22542,-0.18548,-0.1269,-0.08439,-0.10519,0.02615,0.46975,0.42803,0.32537,0.08145,0.10369,0.16305,0.28092,0.41569,0.40976,0.2319,0.19292,0.23786,0.09264,0.16413,-0.09812,-0.18027,-0.33092,-0.30315,-0.20168,-0.16757,-0.0179,-0.0015,0.08186,0.30503,0.57718,0.49856,0.41759,0.27338,0.2681,0.23773,0.45243,0.36152
-1.52604,-1.9733,-2.35427,-2.25835,-2.04485,-1.94489,-1.86424,-1.21497,-1.43845,-1.00638,-0.40445,-0.44987,-0.40458,-0.34857,-0.29661,-0.31542,-0.18318,0.26827,0.23135,0.13669,-0.09674,-0.06045,0.00099,0.12071,0.26014,0.25776,0.08108,0.04563,0.09103,-0.04789,0.02572,-0.22925,-0.31068,-0.45125,-0.42214,-0.32165,-0.28686,-0.136,-0.1205,-0.03709,0.1874,0.46373,0.38648,0.30852,0.1634,0.16371,0.1329,0.34899
0.15881,-0.77082,-1.29653,-1.74208,-1.8498,-1.75745,-1.74528,-1.68897,-1.13715,-1.35447,-0.94682,-0.37083,-0.41585,-0.37213,-0.32135,-0.28003,-0.29758,-0.16894,0.26822,0.22948,0.13547,-0.09727,-0.06831,-0.00827,0.10684,0.24555,0.24421,0.06701,0.03224,0.07937,-0.05698,0.01614,-0.23161,-0.31741,-0.45573,-0.4298,-0.33383,-0.29965,-0.15084,-0.1351,-0.05205,0.17168,0.44876,0.3731,0.29713,0.15278,0.15196,0.12143
-0.90168,-0.63191,-1.10594,-1.46162,-1.77088,-1.91399,-1.85941,-1.91814,-1.87227,-1.36792,-1.5357,-1.15628,-0.59757,-0.62849,-0.57761,-0.52861,-0.48582,-0.49637,-0.37227,0.05358,0.02731,-0.04734,-0.26961,-0.22983,-0.15792,-0.0399,0.10255,0.10233,-0.07227,-0.10399,-0.05506,-0.1835,-0.10676,-0.34869,-0.43479,-0.56675,-0.53649,-0.44022,-0.40671,-0.26036,-0.24304,-0.16021,0.05971,0.33362,0.26029,0.18549,0.04364,0.04186
1.43235,0.77873,0.67063,0.23935,-0.20779,-0.66128,-0.91192,-0.93921,-0.99798,-1.08365,-0.65594,-0.88337,-0.56911,-0.08654,-0.13279,-0.0938,-0.05746,-0.03002,-0.04669,0.0636,0.45251,0.41937,0.33077,0.12269,0.13658,0.20001,0.30032,0.42847,0.42521,0.25803,0.2175,0.26019,0.12373,0.18694,-0.0554,-0.13999,-0.28304,-0.25625,-0.16801,-0.14096,-0.00194,0.01352,0.0928,0.30464,0.56576,0.48933,0.41306,0.2783
