"spp","MeanTL","SDTL","n"
"ARTHO",1.65430834415975,0.0630586659580697,1000
"CYDIA",1.43307135970834,0.077377821473694,1000
"FOLCAT",1.32591451567634,0.027335327786788,1000
"MAMANE",0.358004410741919,0.0485601139666823,1000
"NAIO",1.03290287394954,0.0642882445611719,1000
"SPIDER",2.06660289835545,0.127573759323953,1000
