"spp","MeanTL","SDTL","n"
"ARTHO",1.65415071960145,0.0632935784657853,1000
"CYDIA",1.43114236191146,0.0725944975381084,1000
"FOLCAT",1.32518737713927,0.0270287715118489,1000
"MAMANE",1.35876152682349,0.0478099379843918,1000
"NAIO",1.03133365034296,0.065903088808354,1000
"SPIDER",2.06657113111694,0.1279746102751,1000
