"spp","MeanTL","SDTL","n"
"ARTHO",0.864773949055471,0.0648301813737684,1000
"CYDIA",0.643632190442841,0.0732468202170841,1000
"FOLCAT",0.535063517910184,0.026831850690698,1000
"MAMANE",-0.432333531441199,0.0455732923854559,1000
"NAIO",0.243128407639261,0.0657344435839178,1000
"SPIDER",1.27970744064667,0.125964524760852,1000
